,id,host_since,city_y,property_type,log_price,review_scores_rating
4479,19115864,2011-09-21,Woodland Hills,House,5.666426688112433,100.0
6181,15998681,2011-09-22,Los Angeles,Apartment,4.060443010546419,98.0
3343,21172466,2011-09-22,Los Angeles,Apartment,5.0751738152338275,87.0
20646,2728126,2011-09-23,Los Angeles,House,5.416100402204419,90.0
21643,18399340,2011-09-23,Los Angeles,Apartment,4.8283137373023015,97.0
787,16427473,2011-09-23,Los Angeles,Apartment,5.181783550292085,98.0
18553,13789408,2011-09-26,Los Angeles,House,3.80666248977032,88.0
10317,6887043,2011-09-26,Los Angeles,House,4.8283137373023015,93.0
20168,13768369,2011-09-26,Los Angeles,House,4.934473933130692,93.0
21325,17576074,2011-09-27,Los Angeles,Apartment,4.875197323201151,97.0
11791,6662241,2011-09-27,Santa Monica,Apartment,4.74493212836325,96.0
1457,17701434,2011-09-28,Venice,Apartment,5.703782474656202,91.0
10309,8099577,2011-09-28,Venice,Apartment,4.90527477843843,94.0
12177,17996373,2011-09-28,Venice,House,5.857933154483459,85.0
9247,5423591,2011-09-28,Marina Del Rey,Apartment,5.010635294096256,92.0
17740,16518506,2011-09-28,Venice,Apartment,4.90527477843843,91.0
5818,18567800,2011-09-28,Marina Del Rey,House,6.214608098422191,90.0
8981,19623349,2011-09-28,Venice,Apartment,5.416100402204419,90.0
3119,10661091,2011-09-28,Marina Del Rey,House,4.553876891600541,93.0
2884,19238409,2011-09-29,Los Angeles,Apartment,5.416100402204419,92.0
4132,7761251,2011-09-29,Long Beach,House,4.8283137373023015,90.0
16502,1235717,2011-09-29,Venice,Bed & Breakfast,4.553876891600541,95.0
22062,16532147,2011-09-29,Long Beach,House,4.8283137373023015,97.0
20686,3959338,2011-09-30,Los Angeles,Apartment,4.31748811353631,80.0
18683,6603756,2011-09-30,Los Angeles,House,6.620073206530356,100.0
14775,20492259,2011-09-30,Los Angeles,Apartment,3.7612001156935615,100.0
10622,5181720,2011-10-02,Los Angeles,Serviced apartment,5.416100402204419,100.0
15630,20871275,2011-10-02,West Hollywood,House,5.814130531825067,90.0
3968,15802616,2011-10-03,Los Angeles,Apartment,5.393627546352364,100.0
13627,2925113,2011-10-03,Los Angeles,Apartment,4.382026634673881,100.0
644,19362296,2011-10-04,Venice,House,6.173786103901937,99.0
4186,16064965,2011-10-04,Los Angeles,Apartment,4.4998096703302615,97.0
5560,13972090,2011-10-04,Los Angeles,Apartment,4.605170185988092,100.0
14552,19820146,2011-10-04,Redondo Beach,Townhouse,4.174387269895637,97.0
2582,12836625,2011-10-04,Los Angeles,House,4.442651256490317,93.0
9274,4652938,2011-10-04,North Hollywood,House,4.382026634673881,100.0
18542,8719948,2011-10-04,Venice,Apartment,5.293304824724492,95.0
7780,11574889,2011-10-04,Redondo Beach,Townhouse,4.442651256490317,97.0
22097,12191750,2011-10-05,Long Beach,House,5.1929568508902095,90.0
2658,10165968,2011-10-05,Santa Clarita,House,4.787491742782046,94.0
2729,12272580,2011-10-05,Santa Clarita,House,4.007333185232471,100.0
8562,13527522,2011-10-05,Torrance,House,5.521460917862246,97.0
17203,1881180,2011-10-06,Los Angeles,House,4.852030263919617,100.0
8688,9623557,2011-10-06,Venice,Apartment,3.8918202981106265,69.0
16595,18054742,2011-10-06,Venice,Apartment,5.123963979403259,50.0
2433,14094358,2011-10-06,Venice,Apartment,3.58351893845611,83.0
17455,14895785,2011-10-06,Beverly Hills,Apartment,4.859812404361672,80.0
6829,14948905,2011-10-06,Los Angeles,Apartment,4.59511985013459,93.0
1352,10455533,2011-10-06,Los Angeles,House,4.976733742420574,96.0
10722,19803134,2011-10-06,Venice,Dorm,3.8918202981106265,78.0
4284,11892476,2011-10-06,Venice,Dorm,3.8918202981106265,83.0
16098,7775431,2011-10-06,Venice,Dorm,3.8918202981106265,73.0
15633,15381675,2011-10-06,Venice,Dorm,3.8918202981106265,78.0
12448,16535211,2011-10-06,Los Angeles,Apartment,4.553876891600541,97.0
10204,9958456,2011-10-06,Venice,Other,3.8918202981106265,82.0
12364,6205219,2011-10-06,Newhall,House,5.4380793089231965,100.0
7248,16663047,2011-10-06,Venice,Dorm,3.8918202981106265,76.0
12791,9808151,2011-10-07,Venice,Apartment,4.59511985013459,91.0
1199,4989283,2011-10-07,South Pasadena,House,6.309918278226516,97.0
13936,6545952,2011-10-07,Pacific Palisades,House,7.0030654587864625,100.0
14320,18635071,2011-10-07,Venice,Apartment,5.416100402204419,94.0
12226,1445819,2011-10-07,Venice,Apartment,4.248495242049359,97.0
11,8908966,2011-10-07,Venice,Apartment,5.220355825078324,96.0
12255,1174944,2011-10-07,Venice,Apartment,5.416100402204419,96.0
15363,12492611,2011-10-07,Venice,Apartment,5.1647859739235145,90.0
8877,10788926,2011-10-08,Burbank,Camper/RV,4.248495242049359,98.0
19959,11416095,2011-10-08,Burbank,House,4.143134726391533,97.0
15275,17528679,2011-10-08,Los Angeles,Camper/RV,4.672828834461906,100.0
3589,19963338,2011-10-09,Los Angeles,Apartment,4.553876891600541,87.0
3599,427843,2011-10-10,Long Beach,Apartment,5.187385805840755,80.0
10908,624198,2011-10-10,Long Beach,Apartment,5.187385805840755,95.0
17820,18873722,2011-10-10,Long Beach,Apartment,5.2417470150596435,86.0
21487,15116366,2011-10-10,Los Angeles,Loft,5.003946305945459,93.0
19379,16987503,2011-10-10,Long Beach,Apartment,5.2417470150596435,80.0
6666,4348199,2011-10-10,Manhattan Beach,House,6.549650742233808,84.0
21756,7789261,2011-10-10,Los Angeles,House,3.912023005428147,99.0
20236,8408580,2011-10-10,Los Angeles,House,5.298317366548036,91.0
6779,10807,2011-10-11,Los Angeles,Apartment,4.3694478524670215,94.0
15854,15775437,2011-10-12,Los Angeles,Apartment,4.770684624465665,85.0
15013,21038410,2011-10-12,Long Beach,Boat,4.394449154672439,98.0
6940,18893482,2011-10-12,Los Angeles,Apartment,4.143134726391533,97.0
1557,17747778,2011-10-13,Long Beach,Apartment,4.007333185232471,100.0
8776,18373434,2011-10-14,North Hollywood,House,5.105945473900579,98.0
759,6939175,2011-10-16,Los Angeles,Apartment,4.007333185232471,100.0
21083,15433781,2011-10-16,Los Angeles,House,4.31748811353631,98.0
19812,6290098,2011-10-16,Los Angeles,House,4.31748811353631,98.0
18835,1341215,2011-10-16,Los Angeles,Apartment,4.605170185988092,100.0
18418,20154164,2011-10-17,Beverly Hills,Condominium,5.857933154483459,85.0
4964,7861331,2011-10-17,Los Angeles,Apartment,5.991464547107983,87.0
5453,2701550,2011-10-17,Venice,Apartment,5.5606816310155285,83.0
14714,6373795,2011-10-17,West Hollywood,House,6.1092475827643655,95.0
9604,12831012,2011-10-18,Los Angeles,House,4.859812404361672,94.0
14662,15797693,2011-10-18,Los Angeles,Apartment,4.605170185988092,95.0
11951,14109026,2011-10-19,Los Angeles,Apartment,5.010635294096256,98.0
327,7280679,2011-10-19,Los Angeles,Apartment,3.8918202981106265,99.0
18330,9518,2011-10-19,Los Angeles,Apartment,5.298317366548036,96.0
15673,14319478,2011-10-19,Los Angeles,House,4.4998096703302615,99.0
16124,13633299,2011-10-19,Van Nuys,House,4.691347882229144,73.0
10069,8072458,2011-10-20,Los Angeles,Apartment,4.382026634673881,89.0
1105,12544280,2011-10-20,Burbank,House,4.700480365792417,100.0
19450,7053237,2011-10-20,Los Angeles,Apartment,4.605170185988092,84.0
21308,18255784,2011-10-21,Van Nuys,Townhouse,4.007333185232471,100.0
14398,9345054,2011-10-21,Venice,House,4.127134385045092,98.0
19643,4774763,2011-10-21,Los Angeles,Apartment,4.941642422609304,93.0
6920,16546670,2011-10-21,Van Nuys,House,4.007333185232471,100.0
20197,10187948,2011-10-21,Los Angeles,House,4.74493212836325,93.0
16014,17493995,2011-10-21,Los Angeles,House,6.907755278982138,80.0
2816,3751894,2011-10-21,Los Angeles,House,4.787491742782046,97.0
13968,7143587,2011-10-21,Venice,House,5.416100402204419,92.0
17295,9216997,2011-10-21,Venice,House,6.1092475827643655,100.0
7024,16796296,2011-10-21,Venice,Apartment,4.90527477843843,93.0
5720,446474,2011-10-21,Venice,Apartment,5.010635294096256,97.0
12534,7360828,2011-10-22,Los Angeles,Apartment,4.382026634673881,90.0
11970,50032,2011-10-22,Los Angeles,House,4.8283137373023015,93.0
7402,13672736,2011-10-22,Los Angeles,House,5.010635294096256,92.0
9304,16285063,2011-10-22,Los Angeles,Apartment,4.0943445622220995,99.0
17356,6465341,2011-10-23,Los Angeles,Apartment,4.8283137373023015,100.0
8479,3767741,2011-10-23,Arcadia,House,4.4998096703302615,100.0
17988,16769450,2011-10-24,Los Angeles,Apartment,4.442651256490317,98.0
4266,8606596,2011-10-24,Los Angeles,Townhouse,5.159055299214528,98.0
1389,7099232,2011-10-24,Los Angeles,Apartment,4.219507705176107,73.0
20033,4645319,2011-10-24,Los Angeles,House,4.605170185988092,98.0
5597,4540731,2011-10-24,Los Angeles,Apartment,4.859812404361672,93.0
8209,16823405,2011-10-25,Los Angeles,Treehouse,7.090076835776093,98.0
17312,19064240,2011-10-25,Los Angeles,Apartment,4.204692619390967,93.0
252,301994,2011-10-26,Los Angeles,Apartment,4.276666119016055,96.0
14868,18348802,2011-10-26,Glendale,House,5.272999558563747,98.0
11861,8224594,2011-10-26,Los Angeles,Apartment,5.272999558563747,91.0
14934,17831103,2011-10-26,Beverly Hills,House,6.549650742233808,89.0
13351,4163294,2011-10-26,Los Angeles,House,5.978885764901122,94.0
17561,4763455,2011-10-26,Glendale,House,5.991464547107983,95.0
3411,16413949,2011-10-27,Los Angeles,Apartment,5.003946305945459,73.0
13856,9629636,2011-10-27,Los Angeles,Apartment,4.859812404361672,90.0
17027,3860464,2011-10-27,Los Angeles,Apartment,5.0998664278242005,94.0
11566,10272718,2011-10-27,Los Angeles,Apartment,4.852030263919617,92.0
6050,18888793,2011-10-28,Pasadena,House,4.07753744390572,80.0
19199,20970394,2011-10-29,Los Angeles,House,4.553876891600541,96.0
3598,1802185,2011-10-30,Los Angeles,Apartment,4.343805421853683,95.0
14905,14397802,2011-10-30,Los Angeles,Apartment,5.105945473900579,99.0
16591,15859987,2011-10-30,Los Angeles,Apartment,4.007333185232471,100.0
5573,336133,2011-10-30,Los Angeles,Apartment,4.787491742782046,97.0
19176,14266025,2011-10-30,Los Angeles,House,6.075346031088682,97.0
10063,15821752,2011-10-30,Los Angeles,Apartment,4.174387269895637,93.0
10087,7419076,2011-10-30,Los Angeles,Apartment,4.3694478524670215,92.0
18510,12856149,2011-10-31,Los Angeles,House,5.521460917862246,97.0
1990,19875301,2011-11-01,Venice,House,5.298317366548036,98.0
9546,14730841,2011-11-01,Venice,Other,5.010635294096256,99.0
14633,18517598,2011-11-02,Glendale,Bungalow,4.553876891600541,97.0
18960,11965862,2011-11-02,Los Angeles,Apartment,4.51085950651685,96.0
19398,1535275,2011-11-02,Los Angeles,Townhouse,5.2417470150596435,88.0
11249,17029266,2011-11-02,Venice,House,5.6167710976665735,94.0
18598,3616527,2011-11-02,Los Angeles,Townhouse,4.48863636973214,100.0
19511,11400121,2011-11-03,Los Angeles,Apartment,5.579729825986222,87.0
9917,13802723,2011-11-03,Pasadena,House,6.309918278226516,100.0
19484,13375627,2011-11-03,Los Angeles,House,4.74493212836325,98.0
5570,5955398,2011-11-03,Venice,Loft,5.298317366548036,99.0
20127,13532128,2011-11-03,Venice,Other,4.060443010546419,90.0
18602,18577672,2011-11-03,Venice,Loft,5.010635294096256,100.0
4999,15797986,2011-11-03,Venice,Apartment,5.700443573390688,93.0
14820,18942870,2011-11-03,Beverly Hills,House,5.003946305945459,89.0
2081,30725,2011-11-04,Los Angeles,Apartment,4.007333185232471,100.0
18849,12553492,2011-11-04,Los Angeles,Apartment,4.48863636973214,100.0
11792,3870439,2011-11-05,Pasadena,House,4.174387269895637,95.0
3912,10788568,2011-11-06,North Hollywood,House,4.174387269895637,100.0
3130,17124494,2011-11-06,Los Angeles,House,4.31748811353631,100.0
10323,15596539,2011-11-06,Los Angeles,House,5.187385805840755,100.0
3254,6461789,2011-11-07,Los Angeles,House,5.003946305945459,100.0
4970,15126610,2011-11-07,Los Angeles,House,5.5012582105447265,97.0
18079,15738758,2011-11-07,Venice,House,5.991464547107983,90.0
12591,14144295,2011-11-07,Woodland Hills,House,4.219507705176107,92.0
13937,14344285,2011-11-07,Woodland Hills,House,4.23410650459726,100.0
19128,17635861,2011-11-07,Woodland Hills,House,4.204692619390967,95.0
4065,12143823,2011-11-07,Los Angeles,House,5.010635294096256,93.0
18592,1785575,2011-11-07,Los Angeles,House,5.1929568508902095,92.0
883,14166346,2011-11-08,Los Angeles,House,5.105945473900579,92.0
13253,15421721,2011-11-09,Los Angeles,Apartment,4.74493212836325,96.0
366,6689909,2011-11-10,Los Angeles,Apartment,4.3694478524670215,60.0
17225,18615408,2011-11-10,Long Beach,Apartment,4.31748811353631,95.0
5506,11889559,2011-11-10,West Hollywood,House,6.395261598115449,97.0
12670,1009883,2011-11-11,North Hollywood,Apartment,4.442651256490317,98.0
13470,17549299,2011-11-11,Los Angeles,Apartment,5.043425116919247,98.0
11765,9591205,2011-11-11,North Hollywood,Apartment,3.80666248977032,90.0
13545,5788131,2011-11-11,Los Angeles,Apartment,4.07753744390572,100.0
21250,12021623,2011-11-11,Woodland Hills,House,4.174387269895637,100.0
4650,2695745,2011-11-12,Santa Monica,Apartment,4.653960350157523,98.0
221,17152472,2011-11-12,Los Angeles,Apartment,4.31748811353631,94.0
17864,7019957,2011-11-12,Los Angeles,Apartment,5.1647859739235145,94.0
2893,13893432,2011-11-12,Venice,House,5.293304824724492,99.0
11583,5572565,2011-11-13,Los Angeles,Townhouse,4.382026634673881,100.0
11581,15410923,2011-11-13,Los Angeles,House,5.389071729816501,99.0
7601,11859901,2011-11-13,Los Angeles,Bungalow,4.174387269895637,80.0
12084,14572835,2011-11-14,Los Angeles,Apartment,3.912023005428147,80.0
12793,12823846,2011-11-14,Venice,House,5.521460917862246,88.0
7744,16173452,2011-11-15,San Fernando,House,6.113682179832232,98.0
7509,9782341,2011-11-15,Studio City,House,6.586171654854675,100.0
2450,5320140,2011-11-15,Los Angeles,Apartment,4.787491742782046,90.0
13949,6654304,2011-11-15,Los Angeles,Apartment,4.007333185232471,100.0
20780,17191124,2011-11-16,Topanga,House,4.4998096703302615,98.0
4717,9457917,2011-11-16,Pacific Palisades,House,5.105945473900579,93.0
2174,17807131,2011-11-16,Topanga,Cabin,4.30406509320417,89.0
14098,14835670,2011-11-16,Marina Del Rey,House,5.220355825078324,97.0
15689,20782233,2011-11-16,Redondo Beach,Apartment,4.859812404361672,100.0
17522,17015819,2011-11-16,Marina Del Rey,House,5.5174528964647065,94.0
13576,6869363,2011-11-16,Los Angeles,Apartment,4.700480365792417,100.0
9483,14085728,2011-11-17,Venice,House,4.48863636973214,83.0
10270,20430902,2011-11-17,Los Angeles,House,4.605170185988092,100.0
13191,16110990,2011-11-17,Venice,Bungalow,4.691347882229144,96.0
20762,2974433,2011-11-18,Long Beach,House,5.293304824724492,97.0
15012,7309633,2011-11-19,North Hollywood,Apartment,4.564348191467836,99.0
5939,14014298,2011-11-21,Los Angeles,Apartment,5.010635294096256,97.0
4062,12098778,2011-11-21,Los Angeles,Townhouse,4.700480365792417,100.0
19906,793590,2011-11-22,Topanga,House,4.8283137373023015,100.0
15825,2295530,2011-11-22,Los Angeles,House,5.298317366548036,98.0
7336,12244218,2011-11-22,Redondo Beach,Townhouse,5.433722003554242,100.0
10612,16313134,2011-11-22,Los Angeles,Apartment,4.442651256490317,94.0
4987,11087176,2011-11-22,Los Angeles,House,5.043425116919247,92.0
10726,13991186,2011-11-25,Los Angeles,House,4.219507705176107,93.0
5684,8902720,2011-11-25,Woodland Hills,House,4.31748811353631,100.0
4465,12471348,2011-11-25,Los Angeles,House,4.477336814478207,93.0
16685,12764112,2011-11-25,Pacific Palisades,House,6.1092475827643655,95.0
3134,1203737,2011-11-25,Los Angeles,Loft,5.010635294096256,100.0
16088,10320697,2011-11-26,Los Angeles,Loft,3.737669618283368,91.0
20266,13262381,2011-11-26,Los Angeles,House,4.07753744390572,87.0
8670,10287680,2011-11-26,Los Angeles,Loft,4.709530201312334,100.0
15370,9814831,2011-11-26,Los Angeles,Loft,4.143134726391533,94.0
17414,934012,2011-11-26,Los Angeles,House,4.07753744390572,98.0
19684,12351225,2011-11-26,Los Angeles,Loft,3.58351893845611,99.0
2870,8847268,2011-11-27,Pasadena,Apartment,4.4998096703302615,91.0
21433,16741796,2011-11-27,Woodland Hills,House,4.174387269895637,96.0
13239,15017045,2011-11-27,Los Angeles,Bungalow,4.7535901911063645,92.0
21307,13066306,2011-11-28,Pasadena,Apartment,4.941642422609304,97.0
12005,15008013,2011-11-28,Los Angeles,Guesthouse,4.74493212836325,98.0
10535,16259102,2011-11-28,Pasadena,Apartment,5.521460917862246,100.0
6224,4693604,2011-11-28,Pasadena,Condominium,5.105945473900579,100.0
502,16504513,2011-11-28,Los Angeles,House,5.293304824724492,95.0
12794,16496199,2011-11-29,Reseda,House,4.007333185232471,100.0
150,6799722,2011-11-29,Los Angeles,House,5.0238805208462765,99.0
3846,7869876,2011-11-29,Los Angeles,Apartment,5.010635294096256,95.0
3739,1267215,2011-11-29,Los Angeles,Apartment,5.293304824724492,90.0
12732,8579806,2011-11-29,Culver City,Apartment,4.787491742782046,100.0
18744,19503229,2011-11-29,Los Angeles,Apartment,4.0943445622220995,100.0
16577,9288411,2011-11-29,Culver City,Apartment,4.248495242049359,100.0
15537,19291901,2011-11-30,Pasadena,Townhouse,4.174387269895637,92.0
12594,9955894,2011-11-30,Venice,House,6.309918278226516,97.0
316,17030885,2011-11-30,Venice,Apartment,5.1647859739235145,92.0
16069,3953942,2011-11-30,Venice,Apartment,5.1647859739235145,91.0
15373,16239722,2011-11-30,Venice,Apartment,5.703782474656202,95.0
2493,10233196,2011-11-30,Venice,House,5.5174528964647065,92.0
18566,3945201,2011-11-30,Venice,House,5.298317366548036,91.0
15228,982395,2011-12-01,Venice,Apartment,4.653960350157523,98.0
17918,13782569,2011-12-01,Los Angeles,House,5.855071922202427,95.0
2626,3278758,2011-12-01,Los Angeles,Apartment,3.912023005428147,94.0
13511,14444988,2011-12-01,Inglewood,House,4.605170185988092,80.0
8656,9185754,2011-12-02,Los Angeles,Apartment,3.9889840465642745,85.0
10567,18383751,2011-12-02,Alhambra,House,3.6375861597263857,93.0
13564,12421372,2011-12-02,Los Angeles,Apartment,4.174387269895637,79.0
13337,14058880,2011-12-02,Los Angeles,Apartment,3.9318256327243257,78.0
9234,14225205,2011-12-02,Los Angeles,House,3.871201010907892,80.0
7023,5064995,2011-12-02,Los Angeles,Apartment,4.174387269895637,83.0
12659,11909853,2011-12-02,Los Angeles,House,4.07753744390572,88.0
10836,6973090,2011-12-02,Santa Monica,Apartment,4.48863636973214,96.0
18044,10552057,2011-12-02,Los Angeles,Apartment,4.07753744390572,83.0
13069,18585456,2011-12-02,Los Angeles,Apartment,4.07753744390572,82.0
9744,8672054,2011-12-02,Los Angeles,Loft,4.787491742782046,96.0
14952,20089729,2011-12-02,Los Angeles,Apartment,3.8918202981106265,81.0
3029,14015860,2011-12-02,Los Angeles,Apartment,4.174387269895637,89.0
20917,20992059,2011-12-02,Los Angeles,Apartment,4.07753744390572,81.0
8997,10281261,2011-12-02,Los Angeles,Dorm,4.007333185232471,84.0
17606,11911271,2011-12-03,Los Angeles,Apartment,3.688879454113936,98.0
1683,2939670,2011-12-03,Venice,Apartment,5.1298987149230735,100.0
17055,15435110,2011-12-04,West Hollywood,Townhouse,4.859812404361672,94.0
17075,2140313,2011-12-04,Redondo Beach,Apartment,4.7791234931115305,93.0
3896,364187,2011-12-04,Los Angeles,Guesthouse,4.48863636973214,92.0
7910,458046,2011-12-04,Los Angeles,Apartment,5.703782474656202,100.0
13371,15422382,2011-12-05,Los Angeles,Apartment,4.59511985013459,91.0
15504,6925777,2011-12-05,Los Angeles,House,5.1647859739235145,89.0
1679,12683452,2011-12-05,West Hollywood,House,4.343805421853683,99.0
20703,13727686,2011-12-05,West Hollywood,House,5.1647859739235145,100.0
19854,16560837,2011-12-05,Los Angeles,Apartment,4.787491742782046,100.0
15183,2728146,2011-12-06,Los Angeles,Apartment,3.8918202981106265,95.0
9057,14109505,2011-12-07,Los Angeles,House,4.356708826689592,91.0
3949,10577886,2011-12-07,Los Angeles,House,4.343805421853683,97.0
6527,19933876,2011-12-08,Long Beach,Apartment,4.248495242049359,100.0
19584,550297,2011-12-09,Los Angeles,Apartment,4.74493212836325,95.0
5505,16859921,2011-12-09,Burbank,House,4.653960350157523,95.0
20542,16859716,2011-12-09,Los Angeles,Bungalow,5.003946305945459,99.0
1628,17731452,2011-12-10,Marina Del Rey,Apartment,5.111987788356544,96.0
15238,13656318,2011-12-10,Los Angeles,House,4.605170185988092,100.0
10660,13858713,2011-12-11,Los Angeles,Apartment,5.247024072160486,94.0
14230,15099669,2011-12-11,Los Angeles,Apartment,5.010635294096256,95.0
18720,11098248,2011-12-11,Los Angeles,Apartment,5.0751738152338275,99.0
9971,4957681,2011-12-11,Los Angeles,House,6.396929655216146,100.0
5412,20233308,2011-12-11,Malibu,House,6.620073206530356,98.0
21220,13811008,2011-12-11,Marina Del Rey,Condominium,6.907755278982138,98.0
11894,561345,2011-12-11,Malibu,House,6.907755278982138,99.0
3450,18392597,2011-12-11,Los Angeles,Apartment,4.7791234931115305,95.0
15197,9925349,2011-12-11,Los Angeles,Apartment,5.1929568508902095,94.0
12889,17605255,2011-12-12,Los Angeles,House,3.49650756146648,92.0
5998,16100412,2011-12-12,Venice,House,6.2363695902037035,96.0
11561,15340354,2011-12-12,Los Angeles,Dorm,3.49650756146648,95.0
5965,4275896,2011-12-12,Los Angeles,House,4.07753744390572,94.0
10775,16613859,2011-12-12,Los Angeles,House,3.49650756146648,96.0
5473,12380223,2011-12-12,Los Angeles,Dorm,3.49650756146648,100.0
1965,16144586,2011-12-12,San Pedro,House,5.068904202220232,97.0
907,15437077,2011-12-12,Venice,Apartment,5.010635294096256,92.0
19027,17689998,2011-12-12,Los Angeles,House,3.49650756146648,89.0
7463,19401219,2011-12-12,Venice,Apartment,5.521460917862246,94.0
9659,13940247,2011-12-12,Los Angeles,House,3.49650756146648,94.0
10986,3979628,2011-12-13,Los Angeles,House,4.07753744390572,92.0
19991,7543649,2011-12-13,Los Angeles,House,5.1298987149230735,95.0
4382,16469278,2011-12-13,Los Angeles,Apartment,5.0238805208462765,80.0
1747,15378469,2011-12-13,Los Angeles,Apartment,4.219507705176107,96.0
1179,20745514,2011-12-15,Long Beach,Apartment,4.4998096703302615,95.0
19338,16172326,2011-12-16,Los Angeles,Apartment,5.293304824724492,91.0
16945,20776122,2011-12-16,Long Beach,House,4.90527477843843,87.0
3198,21092161,2011-12-16,Los Angeles,Apartment,5.17614973257383,96.0
2508,7965780,2011-12-16,Los Angeles,Apartment,4.477336814478207,94.0
2837,1042420,2011-12-16,Long Beach,Apartment,4.8283137373023015,88.0
13751,17225485,2011-12-16,Los Angeles,Apartment,4.948759890378168,98.0
21041,10864600,2011-12-16,Long Beach,Apartment,4.553876891600541,94.0
20343,27531,2011-12-16,Los Angeles,Apartment,5.0238805208462765,95.0
10821,528860,2011-12-16,Long Beach,Apartment,4.553876891600541,90.0
19455,17638756,2011-12-16,Long Beach,Apartment,4.4188406077965965,89.0
20191,6016936,2011-12-16,Los Angeles,Apartment,5.056245805348309,93.0
8710,14556936,2011-12-17,Los Angeles,Apartment,4.430816798843313,96.0
10192,18160673,2011-12-19,Los Angeles,Cabin,4.4998096703302615,98.0
10690,13877888,2011-12-19,Los Angeles,Cabin,4.700480365792417,97.0
4404,16353035,2011-12-19,Los Angeles,House,6.150602768446277,100.0
13541,13675246,2011-12-19,Marina Del Rey,Apartment,5.857933154483459,99.0
10215,12404646,2011-12-19,Los Angeles,Apartment,4.48863636973214,96.0
17811,3628320,2011-12-19,Marina Del Rey,House,5.5174528964647065,98.0
13407,17694169,2011-12-20,Los Angeles,Apartment,4.382026634673881,93.0
19238,18271316,2011-12-21,Los Angeles,House,4.7535901911063645,97.0
10587,8293522,2011-12-21,North Hollywood,Apartment,3.6375861597263857,97.0
14674,4812995,2011-12-21,Venice,House,5.857933154483459,90.0
8415,3946239,2011-12-22,Los Angeles,House,6.543911845564795,95.0
16800,15663291,2011-12-22,Los Angeles,Other,4.605170185988092,98.0
12686,18929229,2011-12-22,Beverly Hills,Apartment,5.6524891802686525,98.0
2004,9433764,2011-12-22,Beverly Hills,Apartment,5.293304824724492,91.0
4545,18289321,2011-12-22,Los Angeles,House,5.3471075307174685,95.0
17829,3581652,2011-12-22,Los Angeles,Loft,5.272999558563747,100.0
12272,11700306,2011-12-22,Los Angeles,Other,4.605170185988092,100.0
19476,15923040,2011-12-22,Los Angeles,Apartment,5.6167710976665735,100.0
10394,13660207,2011-12-23,Glendale,Apartment,4.605170185988092,100.0
5605,18632394,2011-12-23,Los Angeles,Apartment,5.521460917862246,93.0
8085,3942731,2011-12-23,Glendale,Condominium,5.416100402204419,100.0
15406,5172992,2011-12-25,Marina Del Rey,Condominium,5.703782474656202,93.0
11080,4165278,2011-12-25,Venice,House,5.298317366548036,91.0
2374,7358222,2011-12-25,Marina Del Rey,Apartment,4.4998096703302615,100.0
5402,10549219,2011-12-26,Los Angeles,Condominium,5.1647859739235145,92.0
10543,12545436,2011-12-26,Studio City,House,5.0751738152338275,92.0
8133,15288813,2011-12-26,Los Angeles,House,5.2417470150596435,96.0
3078,16532410,2011-12-27,Marina Del Rey,Apartment,4.787491742782046,97.0
2599,893529,2011-12-27,Los Angeles,Apartment,4.31748811353631,92.0
9685,8910702,2011-12-27,North Hollywood,Apartment,4.605170185988092,98.0
6810,7398144,2011-12-27,Los Angeles,House,5.926926025970412,99.0
689,13922095,2011-12-27,Los Angeles,Apartment,4.564348191467836,94.0
5217,11067551,2011-12-28,Los Angeles,Cabin,4.48863636973214,98.0
17309,12276436,2011-12-28,Los Angeles,House,3.912023005428147,96.0
4471,19302477,2011-12-28,Marina Del Rey,House,4.624972813284272,99.0
10534,19913714,2011-12-28,Los Angeles,House,5.6167710976665735,100.0
20585,6015521,2011-12-28,Los Angeles,Condominium,4.31748811353631,100.0
1933,16312885,2011-12-28,Los Angeles,Apartment,4.0943445622220995,95.0
106,2739703,2011-12-28,Marina Del Rey,House,4.709530201312334,98.0
4962,15929667,2011-12-28,Long Beach,House,4.7535901911063645,80.0
14210,20175128,2011-12-28,Los Angeles,House,4.007333185232471,96.0
19949,17404144,2011-12-29,Los Angeles,Apartment,5.220355825078324,98.0
16555,12168286,2011-12-29,Los Angeles,House,4.442651256490317,94.0
15512,21038881,2011-12-29,Los Angeles,Cabin,5.521460917862246,100.0
12297,14138031,2011-12-29,Los Angeles,Apartment,4.74493212836325,98.0
470,17335062,2011-12-29,Venice,House,4.574710978503383,88.0
14166,12670883,2011-12-29,Venice,House,4.3694478524670215,90.0
6048,20634473,2011-12-30,Santa Monica,House,4.248495242049359,100.0
496,15821197,2011-12-30,Los Angeles,Apartment,4.23410650459726,98.0
3082,7972210,2011-12-31,Los Angeles,Apartment,4.477336814478207,96.0
13045,19729004,2012-01-02,Santa Monica,Apartment,4.553876891600541,96.0
9185,3441221,2012-01-03,West Hollywood,Apartment,4.74493212836325,94.0
11455,19049100,2012-01-03,Marina Del Rey,House,5.416100402204419,97.0
5841,6509338,2012-01-03,Los Angeles,Apartment,4.867534450455582,100.0
1649,9342219,2012-01-04,Topanga,Apartment,5.1647859739235145,96.0
20539,14807627,2012-01-04,Hermosa Beach,House,4.74493212836325,96.0
17718,15744813,2012-01-04,Venice,House,5.87493073085203,90.0
