,id,price,city_y,zip,latitude,longitude,neighbourhood,review_scores_rating
5941,9119456,170.0,Los Angeles,90025,34.03667625,-118.4652243,West Los Angeles,100.0
5942,12561809,64.0,Los Angeles,90046,34.09324679,-118.36554579999999,West Hollywood,100.0
5943,16379610,90.0,Los Angeles,90039,34.10230907,-118.2540301,Silver Lake,99.0
5944,4192849,75.0,Van Nuys,91411,34.16834653,-118.4651925,Sherman Oaks,94.0
5945,7725828,65.0,Woodland Hills,91364,34.16175255,-118.6152176,Woodland Hills/Warner Center,99.0
5946,1677894,1099.99,Beverly Hills,90210,34.07846566,-118.3998038,Beverly Hills,100.0
5947,8013780,98.0,Los Angeles,90038,34.09327893,-118.34392509999999,West Hollywood,95.0
5948,15342306,50.0,Los Angeles,90026,34.07586054,-118.26333980000001,,100.0
5949,14810362,239.0,Santa Monica,90401,34.0163009,-118.4932856,Santa Monica,89.0
5950,1359312,97.0,Los Angeles,90041,34.13315961,-118.20374050000001,Eagle Rock,100.0
5951,17573681,145.0,Los Angeles,90029,34.08904763,-118.28254009999998,Silver Lake,98.0
5952,3779790,90.0,Glendale,91201,34.1784526,-118.29345479999999,Glendale,93.0
5953,11280583,250.0,Malibu,90265,34.03963439,-118.65447250000001,Malibu,
5954,18107876,240.0,Malibu,90265,34.02893107,-118.80266670000002,Malibu,
5955,825550,120.0,Burbank,91506,34.16394622,-118.3085767,Burbank,100.0
5956,9734232,165.0,Marina Del Rey,90292,33.98521171,-118.44280249999998,Del Rey,
5957,14949923,209.0,Manhattan Beach,90266,33.89890698,-118.4177261,Manhattan Beach,89.0
5958,16016075,99.0,Venice,90291,33.98540309,-118.4712054,Venice,95.0
5959,6913446,109.0,Los Angeles,90025,34.04827759,-118.43734690000001,Westside,88.0
5960,14833330,99.0,Los Angeles,90034,34.017368499999996,-118.4215757,Mar Vista,
5961,15336038,50.0,Los Angeles,90066,33.99854317,-118.4148352,Del Rey,
5962,20137618,129.0,Los Angeles,90029,34.094668,-118.287566,East Hollywood,78.0
5963,17569680,199.0,Santa Monica,90404,34.03348961,-118.47499280000001,Santa Monica,92.0
5964,1586641,100.0,Beverly Hills,90212,34.05624226,-118.3982382,South Robertson,99.0
5965,4275896,59.0,Los Angeles,90018,34.02762383,-118.31087079999999,West Adams,94.0
5966,11184153,130.0,Beverly Hills,90211,34.06068962,-118.37467050000001,Beverly Hills,
5967,4737830,78.0,Agoura Hills,91301,34.15658935,-118.7824636,,97.0
5968,19280591,130.0,Burbank,91501,34.19443742,-118.29098370000001,Burbank,97.0
5969,2089745,59.0,Long Beach,90803,33.75657141,-118.1409059,,93.0
5970,15938515,550.0,Malibu,90265,34.01586831,-118.79733329999999,Malibu,99.0
5971,19428084,65.0,Los Angeles,90028,34.10253263,-118.3133314,Hollywood,100.0
5972,9737362,59.0,Inglewood,90302,33.97005051,-118.36723190000001,Inglewood,90.0
5973,14011511,70.0,Long Beach,90802,33.76615715,-118.19667240000001,Long Beach,100.0
5974,4430645,65.0,Los Angeles,90068,34.11691342,-118.3207742,Hollywood Hills,
5975,17189363,150.0,Los Angeles,90068,34.11035024,-118.32008020000002,Hollywood Hills,
5976,15701856,99.0,Pomona,91768,34.06877686,-117.7562003,,88.0
5977,14213037,38.0,Lakewood,90712,33.84433765,-118.1429311,Lakewood,100.0
5978,12814571,75.0,Venice,90291,33.9915855,-118.47643889999999,Venice,95.0
5979,633276,105.0,Los Angeles,90027,34.10237305,-118.28587649999999,Los Feliz,93.0
5980,10067924,37.0,Long Beach,90802,33.77108969,-118.1929845,,
5981,11457940,169.0,Los Angeles,90063,34.05052829,-118.19257830000001,Boyle Heights,96.0
5982,15099135,124.0,Los Angeles,90068,34.11527902,-118.32659699999999,Hollywood Hills,96.0
5983,7359313,400.0,Manhattan Beach,90266,33.88173837,-118.3985645,Manhattan Beach,
5984,13183727,108.0,Rowland Heights,91748,33.98678693,-117.9060679,,93.0
5985,8866435,115.0,Los Angeles,90046,34.08811412,-118.3575915,West Hollywood,91.0
5986,4699413,75.0,Los Angeles,90041,34.12473085,-118.22393170000001,Eagle Rock,88.0
5987,14554389,39.0,Monterey Park,91754,34.06477001,-118.1254801,,80.0
5988,16770645,120.0,Malibu,90265,34.07638573,-118.88016979999999,,97.0
5989,19169144,99.0,Los Angeles,90036,34.06709457,-118.35415559999998,,94.0
5990,4669812,212.0,Los Angeles,90017,34.04577984,-118.25980049999998,Downtown,94.0
5991,4814075,33.0,Hacienda Heights,91745,33.99778178,-117.9408332,,90.0
5992,13547703,112.0,Los Angeles,90068,34.1237498,-118.3442189,Cahuenga Pass,98.0
5993,17159408,45.0,Valley Village,91607,34.169273700000005,-118.3937251,,100.0
5994,13174293,60.0,Los Angeles,90028,34.09863641,-118.3224058,Hollywood,90.0
5995,12761363,999.0,Encino,91436,34.14101887,-118.49336029999999,Encino,100.0
5996,14491731,70.0,Los Angeles,90036,34.06208704,-118.3547702,Mid-Wilshire,
5997,14888012,130.0,Los Angeles,90036,34.08134251,-118.3561746,,97.0
5998,16100412,511.0,Venice,90291,34.00186362,-118.4675159,Venice,96.0
5999,16650650,80.0,Venice,90291,33.99433288,-118.4788562,,94.0
6000,16488083,46.0,Pacoima,91331,34.26440637,-118.405165,Pacoima,100.0
6001,4659618,40.0,Los Angeles,90024,34.05219813,-118.44183989999999,,97.0
6002,13264012,90.0,Long Beach,90804,33.77672408,-118.15666409999999,Long Beach,95.0
6003,15625148,71.0,Long Beach,90803,33.76150191,-118.1368431,Long Beach,
6004,17425181,52.0,Calabasas,91302,34.15261459,-118.64209779999999,,92.0
6005,15958090,50.0,Pasadena,91101,34.15824575,-118.1371925,Pasadena,99.0
6006,14470701,69.0,Los Angeles,90068,34.11428869,-118.32679099999999,Hollywood Hills,95.0
6007,4936367,45.0,Los Angeles,90008,34.01384866,-118.3469652,,
6008,1552454,95.0,San Gabriel,91775,34.10980983,-118.1156209,San Gabriel,84.0
6009,8045639,65.0,Los Angeles,90005,34.06348656,-118.31140740000001,Mid-Wilshire,94.0
6010,9133440,124.0,Pacific Palisades,90272,34.04478343,-118.5421947,Pacific Palisades,96.0
6011,18120946,60.0,Los Angeles,90068,34.10551181,-118.3231635,Hollywood Hills,85.0
6012,7798060,59.0,Los Angeles,90036,34.06716574,-118.35158290000001,Mid-Wilshire,87.0
6013,2559297,125.0,Los Angeles,90027,34.10346689,-118.2976949,Hollywood,95.0
6014,20123290,98.0,Santa Monica,90405,34.01292311,-118.4482451,,100.0
6015,6504091,34.0,Gardena,90247,33.90098699,-118.30067360000001,Gardena,80.0
6016,13625247,75.0,Northridge,91325,34.21299274,-118.5149399,,100.0
6017,2863530,199.0,Los Angeles,90015,34.04742121,-118.26197909999999,Downtown,98.0
6018,2474857,115.0,Los Angeles,90046,34.11646001,-118.3760325,,98.0
6019,9125711,50.0,Rowland Heights,91748,33.98412864,-117.9111636,,100.0
6020,6766259,250.0,Santa Monica,90405,34.00904269,-118.4868571,Santa Monica,
6021,7397237,85.0,Los Angeles,90011,34.00007475,-118.2628732,South LA,
6022,4545040,75.0,West Hollywood,90069,34.09051543,-118.3811848,West Hollywood,95.0
6023,2329164,45.0,Pomona,91767,34.0761794,-117.717923,,100.0
6024,3883252,50.0,Los Angeles,90037,34.00216189,-118.2976159,South LA,93.0
6025,7404703,50.0,Topanga,90290,34.11608675,-118.5798716,Topanga,
6026,6783618,60.0,North Hollywood,91601,34.16581514,-118.3724749,North Hollywood,100.0
6027,8383374,249.0,Los Angeles,90038,34.09007731,-118.3392781,Hollywood,96.0
6028,1732621,110.0,Sherman Oaks,91403,34.155874600000004,-118.4524375,Sherman Oaks,
6029,16164435,95.0,Studio City,91604,34.154284999999994,-118.41359569999999,Studio City,100.0
6030,9874042,69.0,Culver City,90230,33.99162247,-118.4139195,Del Rey,100.0
6031,7918451,150.0,Beverly Hills,90211,34.06411629,-118.3889093,Beverly Hills,98.0
6032,16791883,99.0,Burbank,91504,34.19317182,-118.33990290000001,Burbank,98.0
6033,6677879,325.0,Long Beach,90808,33.82006462,-118.1196047,,
6034,8863188,50.0,Whittier,90605,33.94663971,-118.04445290000001,South Whittier,100.0
6035,16975889,105.0,Santa Monica,90403,34.02321031,-118.5037475,Santa Monica,94.0
6036,11778095,195.0,Pasadena,91104,34.17379273,-118.10431200000001,Altadena,100.0
6037,4268286,100.0,Los Angeles,90038,34.08792082,-118.34031399999999,Hollywood,96.0
6038,4586330,165.0,Long Beach,90804,33.77840536,-118.15029799999999,Long Beach,100.0
6039,11867284,35.0,Monterey Park,91754,34.06216997,-118.1290288,Monterey Park,94.0
6040,2326252,50.0,Pico Rivera,90660,33.97980499,-118.0962078,Pico Rivera,
6041,21081544,99.0,Los Angeles,90035,34.04942669,-118.3688442,Mid-Wilshire,
6042,21066622,450.0,Northridge,91325,34.24091874,-118.52137959999999,Northridge,100.0
6043,13055148,288.0,Los Angeles,90066,33.99954666,-118.4232029,Mar Vista,
6044,9908540,145.0,Venice,90291,33.99577343,-118.47968229999998,Venice,100.0
6045,14126853,255.0,Los Angeles,90029,34.0865776,-118.3083257,Hollywood,97.0
6046,4958223,99.0,Los Angeles,90036,34.06625232,-118.35005290000001,Mid-Wilshire,
6047,8474260,25.0,Los Angeles,90018,34.01803636,-118.31272690000002,South LA,
6048,20634473,70.0,Santa Monica,90404,34.03379444,-118.46188049999999,Santa Monica,100.0
6049,258814,45.0,Los Angeles,90008,34.00829201,-118.3330788,,100.0
6050,18888793,59.0,Pasadena,91103,34.15408697,-118.14777930000001,Pasadena,80.0
6051,7131007,250.0,Redondo Beach,90278,33.8848263,-118.3733303,Redondo Beach,
6052,8351782,95.0,Los Angeles,90026,34.08915857,-118.2720273,Silver Lake,83.0
6053,17320722,65.0,Marina Del Rey,90292,33.96903948,-118.4567534,Marina Del Rey,98.0
6054,16393985,350.0,Porter Ranch,91326,34.29107218,-118.5650142,Porter Ranch,
6055,17265599,300.0,Studio City,91604,34.14450726,-118.38072050000001,Studio City,90.0
6056,942233,250.0,Los Angeles,90064,34.03347681,-118.4215176,Westside,100.0
6057,10546734,180.0,Los Angeles,90028,34.10039219,-118.31533909999999,Hollywood,
6058,21112559,155.0,Los Angeles,90049,34.06328944,-118.4696551,Brentwood,
6059,878390,85.0,Woodland Hills,91367,34.16824597,-118.6443764,Woodland Hills/Warner Center,86.0
6060,3553679,55.0,Lomita,90717,33.80329584,-118.3216605,Lomita,95.0
6061,8112802,101.0,Los Angeles,90039,34.09935555,-118.25740490000001,Silver Lake,98.0
6062,12809925,350.0,Venice,90291,33.99064251,-118.47265990000001,Venice,
6063,1995991,199.0,Santa Monica,90401,34.01693863,-118.49032720000001,Santa Monica,97.0
6064,812462,39.0,Arcadia,91007,34.11807511,-118.0599104,Arcadia,
6065,10265376,53.0,Playa Del Rey,90293,33.95963046,-118.435948,,100.0
6066,18411765,79.0,Los Angeles,90066,33.98948547,-118.42445990000002,Del Rey,97.0
6067,10575202,250.0,Los Angeles,90018,34.01889124,-118.300063,,80.0
6068,8553398,275.0,Los Angeles,90046,34.10694051,-118.3609057,Hollywood Hills,95.0
6069,19071262,27.0,Los Angeles,90029,34.09016399,-118.2950152,East Hollywood,86.0
6070,16767318,180.0,Los Angeles,90036,34.07823459,-118.35868880000001,Mid-Wilshire,
6071,1925843,60.0,Los Angeles,90035,34.05383175,-118.37958700000001,South Robertson,100.0
6072,5512548,65.0,Playa Del Rey,90293,33.9601159,-118.43210829999998,Westchester/Playa Del Rey,97.0
6073,14968955,71.0,Los Angeles,90064,34.03334508,-118.43277040000001,Westside,90.0
6074,7882666,65.0,Los Angeles,90065,34.0960557,-118.21380729999998,Mount Washington,96.0
6075,17981736,25.0,Los Angeles,90018,34.01770875,-118.3119845,South LA,
6076,15858046,200.0,Los Angeles,90046,34.09832328,-118.35032360000001,Hollywood,83.0
6077,16029078,250.0,Los Angeles,90068,34.10794872,-118.3415324,Hollywood Hills,100.0
6078,16396640,75.0,Los Angeles,90046,34.12352936,-118.3554117,Cahuenga Pass,100.0
6079,19818393,39.0,Monterey Park,91755,34.06476487,-118.10840159999998,,88.0
6080,2318200,1494.99,Playa Del Rey,90293,33.95951382,-118.45331920000001,Westchester/Playa Del Rey,97.0
6081,14842237,109.0,San Gabriel,91776,34.08934133,-118.10149170000001,San Gabriel,
6082,14332083,180.0,Los Angeles,90013,34.04505807,-118.2441797,Skid Row,
6083,15256000,499.0,Manhattan Beach,90266,33.88011662,-118.39237490000001,Manhattan Beach,100.0
6084,8007838,87.0,Redondo Beach,90277,33.84608521,-118.3912388,Redondo Beach,100.0
6085,9595222,80.0,North Hollywood,91601,34.16123539,-118.3750003,,100.0
6086,16412848,40.0,Monrovia,91016,34.14493686,-118.01646709999999,,93.0
6087,19874347,125.0,Los Angeles,90026,34.06391063,-118.25740520000001,Echo Park,96.0
6088,2524947,90.0,Los Angeles,90048,34.08005825,-118.3744827,Mid-Wilshire,99.0
6089,13191371,95.0,West Hollywood,90069,34.08709541,-118.38236059999998,West Hollywood,
6090,16636296,159.0,Arcadia,91007,34.12564461,-118.06261529999999,,
6091,1682875,186.0,Irvine,92614,33.93307964,-118.15980449999999,Downey,
6092,19830215,99.0,Long Beach,90802,33.76985,-118.187858,Long Beach,97.0
6093,11890280,110.0,Los Angeles,90005,34.05873484,-118.31135549999999,Mid-Wilshire,96.0
6094,10886689,175.0,Venice,90291,33.98568302,-118.47265379999999,Venice,96.0
6095,5991511,119.0,Los Angeles,90036,34.07962824,-118.3523996,Mid-Wilshire,99.0
6096,7105865,50.0,Los Angeles,90007,34.03131289,-118.2880295,West Adams,
6097,5641857,55.0,Beverly Hills,90211,34.06701495,-118.3778213,Beverly Hills,100.0
6098,1235759,55.0,Burbank,91502,34.17720562,-118.30019309999999,Burbank,
6099,12011193,30.0,West Covina,91790,34.06387515,-117.9605851,,74.0
6100,16720662,35.0,Palmdale,93551,34.63581026,-118.1660636,,100.0
6101,15831698,65.0,Pico Rivera,90660,33.96752051,-118.10554509999999,,
6102,7938771,250.0,Hermosa Beach,90254,33.867839200000006,-118.4031472,Hermosa Beach,98.0
6103,13765146,87.0,Los Angeles,90028,34.09672091,-118.3376795,Hollywood,93.0
6104,6108021,125.0,Long Beach,90803,33.75987942,-118.1401071,Long Beach,
6105,19943741,39.0,North Hollywood,91601,34.17291487,-118.384169,North Hollywood,80.0
6106,12570236,250.0,Los Angeles,90068,34.08542298,-118.334294,Hollywood,
6107,17443238,97.0,Van Nuys,91411,34.17130743,-118.4489159,,96.0
6108,5785978,75.0,Encino,91436,34.15502772,-118.4972557,Encino,
6109,16363923,90.0,Long Beach,90815,33.80736566,-118.12889070000001,Long Beach,
6110,18464144,115.0,Woodland Hills,91364,34.15304425,-118.6082125,Woodland Hills/Warner Center,97.0
6111,4407790,219.0,Los Angeles,90010,34.06027911,-118.28982820000002,Westlake,99.0
6112,1634048,35.0,Rowland Heights,91748,33.97280008,-117.9038872,,100.0
6113,18872091,199.0,Venice,90291,34.00110237,-118.46700159999999,Venice,98.0
6114,1308155,79.0,Los Angeles,90042,34.12258734,-118.1973527,Highland Park,100.0
6115,14312186,120.0,Burbank,91505,34.15260229,-118.3459077,Burbank,99.0
6116,14089329,650.0,Pasadena,91107,34.14442882,-118.09450749999999,,100.0
6117,10251790,149.0,Los Angeles,90066,34.00547179,-118.440229,Mar Vista,98.0
6118,12008897,223.0,Santa Monica,90404,34.01510513,-118.4836031,Santa Monica,90.0
6119,18637680,165.0,Los Angeles,90025,34.05258245,-118.42055570000001,Westside,100.0
6120,18782806,75.0,Los Angeles,90032,34.08575086,-118.17961240000001,El Sereno,92.0
6121,15601612,645.0,Los Angeles,90019,34.05349895,-118.32591459999999,Mid-Wilshire,100.0
6122,17990325,130.0,Venice,90291,33.99902566,-118.47421609999998,Venice,97.0
6123,8761649,20.0,Long Beach,90807,33.81501739,-118.1903659,,93.0
6124,8106502,400.0,Venice,90291,33.99283791,-118.4556173,Venice,91.0
6125,13066510,70.0,San Pedro,90731,33.70966424,-118.2891856,San Pedro,100.0
6126,12710903,150.0,Los Angeles,90026,34.09392129,-118.24701780000001,,
6127,15323157,65.0,Los Angeles,90027,34.10644428,-118.304317,Hollywood,
6128,9694072,650.0,West Hollywood,90069,34.09385806,-118.38671550000001,Bel Air/Beverly Crest,
6129,12364198,299.0,Los Angeles,90028,34.1025485,-118.3225757,Hollywood,100.0
6130,241140,400.0,Venice,90291,33.99486118,-118.4769216,Venice,99.0
6131,849871,84.0,Los Angeles,90019,34.04544403,-118.34786650000001,,80.0
6132,13064681,169.0,Los Angeles,90028,34.10082629,-118.3237759,,80.0
6133,12871617,80.0,Granada Hills,91344,34.31018504,-118.5060783,,
6134,12357576,35.0,Los Angeles,90037,33.99570493,-118.29699950000001,,89.0
6135,2351587,59.0,North Hollywood,91601,34.16222482,-118.3750577,North Hollywood,87.0
6136,10056170,92.0,Venice,90291,33.99755783,-118.4659192,Venice,100.0
6137,19704114,75.0,North Hollywood,91606,34.17960916,-118.40037509999999,Valley Glen,100.0
6138,16912472,150.0,Pasadena,91104,34.1661902,-118.1117166,Pasadena,100.0
6139,20764587,75.0,Woodland Hills,91367,34.173401399999996,-118.6046716,Woodland Hills/Warner Center,
6140,8741049,99.0,Los Angeles,90017,34.05316361,-118.261872,Westlake,94.0
6141,1596664,515.0,Los Angeles,90068,34.11601597,-118.3251093,Hollywood Hills,96.0
6142,8154992,39.0,North Hollywood,91606,34.19146709,-118.413756,Valley Glen,82.0
6143,11508488,65.0,Venice,90291,34.00068058,-118.4522135,Venice,98.0
6144,592883,189.0,Santa Monica,90401,34.01454829,-118.4914645,Santa Monica,95.0
6145,12850186,60.0,Los Angeles,90065,34.12254827,-118.24290259999998,Glassell Park,
6146,18766120,649.0,Los Angeles,90024,34.05589904,-118.43779140000001,,95.0
6147,8028382,199.0,Los Angeles,90025,34.04151299,-118.4581336,West Los Angeles,
6148,18877694,44.0,Los Angeles,90046,34.09992061,-118.34720290000001,Hollywood,
6149,7742486,60.0,Los Angeles,90018,34.02904465,-118.32876740000002,West Adams,70.0
6150,15255881,70.0,West Hollywood,90069,34.08949786,-118.369221,West Hollywood,90.0
6151,9955886,50.0,Los Angeles,90042,34.11364952,-118.18228059999998,Highland Park,100.0
6152,19144259,99.0,Diamond Bar,91765,34.00525358,-117.7887584,,
6153,4976848,138.0,Los Angeles,90036,34.06413565,-118.34713459999999,Mid-Wilshire,94.0
6154,8953380,100.0,Tarzana,91356,34.17320464,-118.537034,Tarzana,
6155,10576974,100.0,Long Beach,90802,33.76638186,-118.1739635,Long Beach,96.0
6156,9363417,304.0,Los Angeles,90036,34.06926305,-118.34551599999999,,93.0
6157,8000223,49.0,Los Angeles,90046,34.10508754,-118.37595590000001,Laurel Canyon,98.0
6158,15066761,100.0,Los Angeles,90027,34.10644771,-118.2852382,Los Feliz,
6159,7648392,179.0,Los Angeles,90024,34.060626,-118.4399652,Westwood,
6160,19883215,95.0,Los Angeles,90020,34.06403641,-118.3056445,Mid-Wilshire,99.0
6161,5101552,125.0,Los Angeles,90039,34.11333181,-118.2597409,Atwater Village,80.0
6162,14142298,150.0,Los Angeles,90012,34.05351268,-118.254503,Downtown,85.0
6163,20757674,65.0,Los Angeles,90036,34.07857684,-118.3582515,Mid-Wilshire,100.0
6164,4258843,98.0,Los Angeles,90046,34.11296723,-118.36885179999999,Hollywood Hills,96.0
6165,1393654,80.0,West Hollywood,90069,34.08472284,-118.37313359999999,West Hollywood,98.0
6166,7397916,1994.99,Beverly Hills,90211,34.06920542,-118.38954809999998,,
6167,4785719,249.0,Los Angeles,90026,34.09006672,-118.27067360000001,Silver Lake,96.0
6168,166199,50.0,Hawaiian Gardens,90716,33.82458096,-118.07718429999998,Hawaiian Gardens,
6169,14386700,135.0,Long Beach,90810,33.7948116,-118.20720619999999,Long Beach,93.0
6170,19241899,68.0,Venice,90291,33.99774686,-118.4479512,Venice,99.0
6171,6390159,50.0,Santa Fe Springs,90670,33.94147514,-118.0664166,Santa Fe Springs,100.0
6172,9367923,85.0,Los Angeles,90027,34.11095035,-118.2927416,Hollywood,95.0
6173,18793315,800.0,Pacific Palisades,90272,34.04225197,-118.5311959,Pacific Palisades,
6174,7062828,295.0,Los Angeles,90024,34.06096037,-118.44230590000001,Westwood,93.0
6175,7532067,120.0,Marina Del Rey,90292,33.98115791,-118.46345690000001,Venice,100.0
6176,9922753,128.0,Los Angeles,90028,34.10164454,-118.3316013,,90.0
6177,75512,98.0,Los Angeles,90028,34.10271421,-118.333198,Hollywood,
6178,10513135,99.0,Los Angeles,90066,33.98973872,-118.43430670000001,Del Rey,88.0
6179,7697504,125.0,West Hollywood,90069,34.08809712,-118.3870716,West Hollywood,
6180,5606999,168.0,West Covina,91791,34.04554104,-117.90157109999998,,100.0
6181,15998681,58.0,Los Angeles,90026,34.08155381,-118.2830428,Silver Lake,98.0
6182,14640039,125.0,Venice,90291,33.99337958,-118.45825990000002,Venice,97.0
6183,13762269,295.0,Manhattan Beach,90266,33.89896211,-118.417798,Manhattan Beach,95.0
6184,14383214,79.0,Arcadia,91006,34.13188356,-118.02819699999999,,98.0
6185,21109844,250.0,Inglewood,90302,33.9717861,-118.3632729,Inglewood,
6186,4072794,70.0,Los Angeles,90038,34.09070315,-118.3432737,West Hollywood,90.0
6187,16160621,119.0,Los Angeles,90031,34.07946601,-118.2079277,Lincoln Heights,100.0
6188,96334,100.0,Los Angeles,90045,33.95961615,-118.4264746,Westchester/Playa Del Rey,99.0
6189,6132646,325.0,Los Angeles,90065,34.09995404,-118.22702890000001,Mount Washington,
6190,8409582,149.0,Malibu,90265,34.06138632,-118.75074040000001,,100.0
6191,6797615,80.0,Los Angeles,90065,34.12984719,-118.224251,Eagle Rock,
6192,17666567,39.0,Los Angeles,90004,34.08114503,-118.2855761,East Hollywood,100.0
6193,11398939,250.0,Los Angeles,90021,34.03356609,-118.22967150000001,Downtown,100.0
6194,19617695,79.0,Los Angeles,90028,34.10282684,-118.3430626,Hollywood,88.0
6195,6468226,120.0,Santa Monica,90402,34.02333865,-118.50788030000001,Santa Monica,100.0
6196,10615883,150.0,Los Angeles,90029,34.0891095,-118.28360009999999,Silver Lake,95.0
6197,19197064,120.0,Los Angeles,90038,34.08862334,-118.339982,Hollywood,100.0
6198,19904066,39.0,North Hollywood,91606,34.19070334,-118.4140155,,100.0
6199,6691723,35.0,Woodland Hills,91364,34.16010838,-118.6006696,,95.0
6200,4417774,200.0,Santa Monica,90404,34.0153528,-118.48145,Santa Monica,92.0
6201,11585296,100.0,Los Angeles,90039,34.12891929,-118.26587990000002,Atwater Village,100.0
6202,8361443,110.0,Redondo Beach,90277,33.84335993,-118.38293159999999,Redondo Beach,
6203,11986817,145.0,Los Angeles,90028,34.09639568,-118.3273084,,
6204,8391532,100.0,Venice,90291,33.99144115,-118.4766029,,89.0
6205,14773853,85.0,Los Angeles,90068,34.08640544,-118.33163870000001,,
6206,1604489,775.0,Los Angeles,90026,34.06949105,-118.2578388,Echo Park,94.0
6207,2093181,129.0,Culver City,90232,34.00854269,-118.411368,Culver City,99.0
6208,16444824,65.0,Los Angeles,90065,34.11387515,-118.2298291,Glassell Park,100.0
6209,11847799,62.0,Rowland Heights,91748,33.97693391,-117.90864099999999,,
6210,9172534,148.0,Monterey Park,91754,34.06764738,-118.1329077,Monterey Park,98.0
6211,4379659,114.0,Santa Monica,90405,34.00905776,-118.4560254,Venice,95.0
6212,11562068,96.0,Los Angeles,90025,34.03849023,-118.45516869999999,West Los Angeles,80.0
6213,19101115,85.0,Los Angeles,90068,34.11061508,-118.3223858,Hollywood Hills,100.0
6214,10144398,65.0,Marina Del Rey,90292,33.9773876,-118.461141,,99.0
6215,12600938,399.0,Los Angeles,90048,34.078310200000004,-118.3874575,West Hollywood,93.0
6216,12933540,350.0,Los Angeles,90045,33.97517213,-118.38903400000001,Westchester/Playa Del Rey,
6217,5811756,179.0,Los Angeles,90039,34.10218671,-118.25727759999998,Silver Lake,100.0
6218,12383703,59.0,Santa Monica,90404,34.03590009,-118.46760459999999,Santa Monica,90.0
6219,10020977,76.0,Los Angeles,90006,34.05504283,-118.30367890000001,Mid-Wilshire,91.0
6220,14807194,189.0,Los Angeles,90026,34.08670984,-118.25673689999999,Echo Park,98.0
6221,1013865,300.0,Santa Monica,90401,34.01809757,-118.4869416,Santa Monica,
6222,14945062,177.0,Los Angeles,90014,34.04589409,-118.2515399,Downtown,100.0
6223,7094462,175.0,Los Angeles,90029,34.087205600000004,-118.30552959999999,Hollywood,98.0
6224,4693604,165.0,Pasadena,91101,34.13997821,-118.1378558,Pasadena,100.0
6225,10141109,150.0,Redondo Beach,90277,33.83846841,-118.3852155,Redondo Beach,96.0
6226,13698284,95.0,Carson,90745,33.83499017,-118.27893999999999,,
6227,14718960,199.0,Monterey Park,91754,34.06879804,-118.13307179999998,Monterey Park,100.0
6228,16673640,95.0,Los Angeles,90048,34.07626724,-118.38565020000001,,90.0
6229,20801864,75.0,Van Nuys,91401,34.17907132,-118.4444617,Van Nuys,93.0
6230,8592695,89.0,Venice,90291,33.98037308,-118.46828629999999,Venice,98.0
6231,7691534,55.0,Walnut,91789,34.04257097,-117.8544605,,98.0
6232,16573467,90.0,North Hollywood,91602,34.14540879,-118.37307009999999,Studio City,96.0
6233,13623361,395.0,West Covina,91791,34.05759313,-117.9138895,West Covina,100.0
6234,20728631,50.0,Los Angeles,90068,34.10606134,-118.33222420000001,,
6235,16047916,130.0,Los Angeles,90042,34.1208335,-118.1778429,Highland Park,97.0
6236,3343620,125.0,Los Angeles,90028,34.10111097,-118.3357783,Hollywood,88.0
6237,8845503,110.0,Culver City,90232,34.028085,-118.37706990000001,Culver City,99.0
6238,13660815,285.0,Venice,90291,33.99186724,-118.46685430000001,Venice,99.0
6239,19119469,199.0,Topanga,90290,34.07538617,-118.59982930000001,Topanga,98.0
6240,6955747,125.0,Los Angeles,90036,34.08221637,-118.34233049999999,,100.0
6241,9764969,149.0,West Hollywood,90069,34.09320216,-118.37064240000001,West Hollywood,100.0
6242,7149931,100.0,Los Angeles,90028,34.10512277,-118.33287479999998,Hollywood,86.0
6243,15150737,80.0,Van Nuys,91401,34.17532745,-118.4352621,Valley Glen,100.0
6244,12429294,57.0,Los Angeles,90034,34.02705646,-118.3958054,Palms,98.0
6245,19423386,50.0,Reseda,91335,34.21613108,-118.556766,,100.0
6246,6748891,100.0,Los Angeles,90042,34.12294910000001,-118.1901534,Highland Park,100.0
6247,16144842,42.0,Los Angeles,90043,33.98989136,-118.32642009999999,South LA,90.0
6248,15361149,75.0,Los Angeles,90018,34.02043559,-118.31462040000001,West Adams,60.0
6249,20233849,51.0,Los Angeles,90045,33.96824737,-118.3807412,Westchester/Playa Del Rey,100.0
6250,5936796,120.0,Santa Monica,90402,34.02866366,-118.5118143,Santa Monica,90.0
6251,8522933,180.0,West Hollywood,90069,34.086974600000005,-118.38411129999999,West Hollywood,89.0
6252,14246616,120.0,Long Beach,90804,33.7772086,-118.1429658,Long Beach,96.0
6253,13006383,275.0,Los Angeles,90018,34.02063,-118.3014025,,84.0
6254,4795485,100.0,West Hollywood,90069,34.08802373,-118.3822268,West Hollywood,100.0
6255,13061972,100.0,Santa Monica,90405,34.00810353,-118.4804801,Santa Monica,100.0
6256,855300,93.0,Los Angeles,90064,34.04659011,-118.4336351,Westside,89.0
6257,16778843,649.0,Santa Monica,90405,33.99966618,-118.4795192,Santa Monica,100.0
6258,3035054,40.0,Los Angeles,90039,34.11558289,-118.2543588,Atwater Village,
6259,15300771,99.0,Los Angeles,90065,34.09809619,-118.21437,Mount Washington,98.0
6260,20909252,79.0,Los Angeles,90038,34.09184946,-118.3198887,Hollywood,80.0
6261,1712789,128.0,Montebello,90640,34.03826255,-118.0939185,,94.0
